smiles,ld50
OC(=O)C1=C(C=CC=C1)C(=O)NC1=CC=CC2=C1C=CC=C2,1.55
COCCN1C=CC(C=C1)=C1C(=O)C2=C(C=CC=C2)C1=O,2.9
CN(C)CCO,1.65
COC1=C(Cl)C2=C(NC(=N2)C(F)(F)F)C=C1Cl,4.55
CNC(=O)CSP(C)(=S)OC,4.33
CC1=CC(Cl)=CC=C1NC=O,2.48
[O-][N+](=O)C1=CC=C(O1)C=NNC(=O)CN1CCOCC1,2.83
CC1=CC2=NC3=C(SC(=O)S3)N=C2C=C1,2.33
CC=CC(=O)C#C,3.12
CCN(CC)C(=S)NN=CC1=CC=C(O1)[N+]([O-])=O,2.56
CCC(CC)C(=O)OCC(Br)(Br)Br,1.98
CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,3.57
C(C1CN2CCC1CC2)N1C2=C(SC3=C1C=CC=C3)C=CC=C2,3.12
CCCCCCCCCCCC=O,0.9
CCOP(=O)(OCC)SCN1N=C(Cl)C=CC1=O,4.8
ClC(Cl)(Cl)COC(=O)NC1=NC(=CS1)C1=CC=CC=C1,2.81
COC1=C(OP(=O)(OCC(C)C)OCC(C)C)C=NN(C)C1=O,3.99
CCC1(CC)OC2=C(O1)C(OC(=O)N(C)C(C)=O)=CC=C2,2.89
CON(C)C(=O)NC1=CC=C(Cl)C=C1,2.08
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,1.61
COC1=CC(=CC(OC)=C1O)C1C2C(COC2=O)C(OC2OC3COC(OC3C(O)C2O)C2=CC=CC=C2)C2=CC3=C(OCO3)C=C12,2.9
NC1=CC=C(C=C1)[N+]([O-])=O,2.27
CC(C)CCOC(=O)C1=CC=CC=C1,1.48
CCCCCCC(C=O)=CC1=CC=CC=C1,1.84
CCN(CC)C(=O)C1=CC=C(OC)C=C1O,2.05
CCOCCOCCOC=C,1.2
COC1=CC=C(C=CC(=O)NC2=C(C=CC=C2)C(O)=O)C=C1OC,2.47
CC12CC=CCC1C(=O)OC2=O,1.84
CCCCOP(O)(=O)OCCCC,1.82
FC(=C)CCl,2.53
COC1=C(CN2CCCC2)C=C(C=C1)C1=CC=CC=C1,3.98
CCCC(CCC)C(N)=O,2.21
ClC1=CC=CC(Cl)=C1N=C1NCCN1,3.53
OC(=O)CCC(=O)OCC1COC(O1)C(Cl)(Cl)Cl,1.98
CCCCOCCCOC(=O)COC1=CC=C(Cl)C=C1Cl,2.83
CCCCCCCCCCCCCCCN,2.54
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,3.04
CCOCCOCCOC(C)OC1=CC=C2OCOC2=C1,2.17
OCCN1CCN(CC1)C(=O)CN1C(=O)SC2=CC=C(Cl)C=C12,2.0
CC(=O)OCC1OC(C(OC(C)=O)C1OC(C)=O)N1N=CC(=O)NC1=O,1.49
CCOCOC(=O)C1=C(NC2=C(Cl)C(C)=CC=C2Cl)C=CC=C1,3.06
CC1=NC(=O)N(CCO)C(C)=C1,1.65
CC1NC(=S)NC1=O,2.09
CO[Si](CCS)(OC)OC,1.78
NC1=CC=C(C(N)=C1)S(O)(=O)=O,1.73
CN(C)C(=O)C=CC1=CC=C2OCOC2=C1,3.47
CCOC(=O)C(C)OC1=CC=C(OC2=NC3=CC=C(Cl)C=C3N=C2)C=C1,2.4
CCOC(=O)C(C#N)C(=O)CC1=C(C)N(C(=O)C2=CC=C(Cl)C=C2)C2=C1C=C(OC)C=C2,3.74
CC(C)CCOC(CO)CC(C)C,1.54
CC(C)O,1.08
CC(C)C1=CC=CC(=C1)C(C)(C)O,1.47
OC(=O)CC1=CC=C(OCC2=CC=CC=C2)C(Cl)=C1,1.99
CC1=CC(O)=CC=C1[N+]([O-])=O,2.11
COC1=CC(CCC(C)=O)=CC=C1O,1.88
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCOC(=O)C1=CC=CC=C1,3.83
OCCN1CN(CCO)CN(CCO)C1,2.46
CCN(CC)C(=O)NC1CC2C(CC3=CNC4=CC=CC2=C34)N(C)C1,3.53
CC(=O)CCC1=CC=C(O)C=C1,2.1
CC1=CC(C)=NC(C)=C1,2.48
CC1=C(NC(=N)NC2=C(C)C=CC=C2)C=CC=C1,2.68
NCCCOCCOCCO,1.4
ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl,1.42
FC(F)(F)C1=NC2=C(N1)C=C(Cl)C=C2Br,4.62
CC(=O)C1=CC=C2OC3(CC3)C(=O)C2=C1,1.57
CC1OC(CCC1OC1OC(C)C(C(O)C1O)N(C)C)N1C=CC(NC(=O)C2=CC=C(NC(=O)C(C)(N)CO)C=C2)=NC1=O,2.23
CC1=CC=C(C=C1)C1=CCN(CC=CC2=CC=C3NC(=O)CCC3=C2)CC1,2.85
[O-][N+](=O)C1=CC(=CC=C1)C(Cl)=O,1.68
CC(CCC(O)=O)C1CCC2C3C(CC(=O)C12C)C1(C)CCC(=O)CC1CC3=O,2.0
COC1COC(OC2=C3C=C(OC)C(OC)=CC3=C(C3=C2C(=O)OC3)C2=CC3=C(OCO3)C=C2)C(O)C1OC,4.64
FC(F)(F)C1=CC=C(Cl)C(Cl)=C1,1.87
CC(C)C(O)C(C)(C)CO,1.86
CC(C)CC1=CC=CC2=C(CC(O)=O)C=CC=C12,2.61
CCCC(=O)OC1=CC=C(OC)C=C1,1.76
COP(=S)(OC)OC1=CC(=O)N(C)C(C)=C1,5.51
OC1=C(C=C(Br)C=C1Br)C1=C(OP(O)(O)=O)C(Br)=CC(Br)=C1,3.61
OCC1CCC2=CC(=CC=C12)C1CCCCC1,2.88
CCN(C(=O)N(CC)C1=CC=CC=C1)C1=CC=CC=C1,1.99
CO[Si](CCCOC(=O)C(C)=C)(OC)OC,1.02
NC1=CC(=CC=C1Cl)[N+]([O-])=O,1.93
CC1=C2N=C(NC2=C(Cl)C(Br)=C1Cl)C(F)(F)F,4.28
CC(C(O)=O)C1=CC=C(C=C1)C1=C(F)C=CC=C1,2.86
CC1=NN(C(=O)C1C=O)C1=CC=CC=C1,2.45
COP(=S)(OC)SCC1=NC(=O)ON1,4.41
NC1=CC=C(O)C2=C1C(=O)C1=C(C(O)=CC(Br)=C1N)C2=O,1.45
NC(=O)C1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)N1CCCCC1,3.37
C(CCCN=CC1=CC=CO1)CCN=CC1=CC=CO1,2.75
FC(F)(F)C1=NC2=C(N1)C=C(Cl)C=C2Cl,4.89
ClC1=CC(=CC(Cl)=C1)C1(CC(Cl)(Cl)Cl)CO1,2.33
CCCCCC(O)=O,1.79
CN(N=O)C(C)(C)CC(C)=O,1.88
CC1=CC=C(C=C1)S(=O)(=O)C=CC#N,2.16
CCC(=O)OC1(CCN(C)C1C)C1=CC=CC=C1,2.99
CNCCO,1.73
NCCNCCNCCO,1.5
CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C1=CC(Cl)=C(O)C(Cl)=C1,1.69
CCCCC(CC)C=CC(C)=O,1.32
CCOP(=O)(NC(C)=O)SC,2.6
CC(=O)OC(C1=CC=C(Cl)C(Cl)=C1)C(Cl)(Cl)Cl,1.53
CCNP(=S)(OC)OC(C)=CC(=O)OC(C)C,3.65
CCCCCCC1=CC=C(C=C1)C(CBr)OCC(CC)CCCC,3.2
CCOC(=O)C(C)N(C(=O)C1=CC=CC=C1)C1=CC=C(Cl)C(Cl)=C1,2.37
ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1,2.56
CCOP(=S)(OCC)SC1CCC2SC1CC=C2,3.37
COCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,1.37
CCOC(C1=NCC(C)(C)CN1)C1=C(Cl)C=CC=C1,2.96
CCC1=CC2=C(S1)N1C(C)=NN=C1CN=C2C1=C(Cl)C=CC=C1,1.99
OC(=O)C(S)C(S)C(O)=O,1.66
O=S1(=O)CCCCO1,2.44
CC(C)(C)OCC1CO1,1.81
CC(C)NCCCN(C)C,2.12
CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,2.92
CCC(C)C1=C(OC(=O)OC(C)C)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,3.74
NC1=CC(Br)=C(O)C2=C1C(=O)C(Br)=CC2=N,2.16
CCCCCCOCCOCCOCC,1.65
CCOP(=S)(OCC)SCC,3.43
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.73
ClC(Cl)=C(Cl)C(Cl)=C,2.66
NS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C(F)(F)F,4.1
FC(F)(F)C1=NC2=C(N1)C(Br)=C(Cl)C(Cl)=C2Cl,4.95
FCCBr,4.41
CCC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,1.93
CC(OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1)C(O)=O,2.76
COP(=S)(OC)SC1CCSC2=C1C=CC=C2,4.79
CCOC(C1=NCC(C)(CC)CN1)C1=CC(Cl)=CC=C1,3.52
ClC(=O)CCCC(Cl)=O,2.83
NC(=O)OC(CCl)CC1=CC=CC=C1,2.64
CCOP(=S)(OCC)ON=C(C#N)C1=CC=CC=C1,3.0
CC(C)NCC(O)C1=CC2=C(C=CC=C2)C=C1,2.41
NCCNCCNCCNCCNCCN,2.16
CC1=CC(Cl)=CC=C1OCC(O)=O,2.46
CCC1CCC(C)NC1,2.37
CC(C)C(Br)C(=O)OC(C)C(Cl)(Cl)Cl,2.44
CCCC(C)(C)O,2.31
ClC(Cl)(Cl)Cl,1.82
CCCCS,1.78
C1CCCCC1,0.82
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1,2.68
COP(=S)(OC)OC(C)(C)C1CCC(C)=CC1,3.05
OCCOC1=CC=CC=C1,2.04
N#CC=CC#N,3.29
CCCSP(=O)(OCC)OC1=CN(N=C1)C1=CC=C(Cl)C=C1,3.18
COC1=CC=C(N)C=C1N,2.48
CC[As](CC)CC,1.85
OC(=O)C(O)=C(O)C(O)=O,1.39
COC(=O)C(C(C)=O)C(C)=O,1.97
NC1=NC2=C(O1)C=CC=C2,2.35
C(C1OCCO1)C1=CC=CC=C1,1.87
CCCCN1C(=O)C2C3C=C(C(C2C1=O)C3=C(C1=CC=CC=C1)C1=NC=CC=C1)C(O)(C1=CC=CC=C1)C1=NC=CC=C1,4.8
ClC1=CC=C(OC(=O)N2CCCC2)C(Cl)=C1,2.07
S=C1NC2=C(N1)C=CC=C2,2.7
ClC(=C)C=C,2.29
CC1=CC(C)=C(C)C=C1C,1.28
C1C=CC=C1,2.77
FC(F)(F)C1=C(Br)C=CC=C1,1.92
COCNC(=O)C=C,2.84
CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,2.07
OC(=O)C1=CC(=CC=C1)C(O)=O,1.2
CC1=NC=C(N1CC(O)CCl)[N+]([O-])=O,2.09
CC=C1CC(=C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,3.64
O=COCC1=CC=CC=C1,1.99
CCCOP(C)(=S)OC1=CC=C(C=C1)[N+]([O-])=O,4.96
CC1=CC(OCCO)=CC(C)=C1Cl,1.72
CCCCCCCC(=O)OCC=C,2.51
COP(=S)(OC)SC(C)COC(=O)C(CC(=O)OCC=C)SP(=S)(OC)OC,2.83
CC(C=O)=CC1=CC=CO1,1.99
C=CCOP(OCC=C)OCC=C,3.06
CC1(C)C(C(=O)OC(C#N)C2=CC(OC3=CC=CC=C3)=CC=C2)C1(C)C,3.67
CCCCCCCCCCCCCCOC(=O)CC1=CC=C(C=C1)N(CCCl)CCCl,4.01
CCOC(=O)CC(C)(C)C(Cl)C=C(Cl)Cl,1.94
CCC(=CC)C(=O)NC(N)=O,1.8
CC1=C(O)C(=O)C=CO1,1.95
CCC(=C(C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,1.96
OC(=O)CC(NC(=O)COC1=CC=C(Cl)C=C1Cl)C(O)=O,2.53
CC[N+]([O-])=O,1.83
ClC1=C(Cl)C2=C(OC3=C(O2)C(Cl)=C(Cl)C(Cl)=C3Cl)C(Cl)=C1Cl,5.66
COC(=O)CC(SP(=S)(OC)OC)C(=O)OC,2.47
ClCCN(N=O)C(=O)NC1CCCCC1,3.52
CC(=O)OC=CC=C,2.2
CC(C)(CS(O)(=O)=O)NC(=O)C=C,1.58
O=C1CCN(N1)C1=CC=CC=C1,2.91
CC(=O)CC(=O)NC1=CC=C(C)C=C1C,1.83
CC(N)CC1=CC=CC=C1,3.65
ClC(CSC#N)SC#N,3.26
CC(C)NC1=NC(Cl)=NC(NC2CC2)=N1,2.28
FC(Cl)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.78
NC1=NC2=C(O1)C=CC(Cl)=C2,2.33
CCCCCCCCCCCC(O)=O,1.22
CCC(C)(O)C=C,2.16
COP(C)(=S)SCN1C(=O)OC2=CC=CN=C12,2.22
COC(C)CC(OC)OC,2.0
CCNC1=NC(Cl)=NC(NC(C)(C)C#N)=N1,3.21
CCCCCCCCC1OC1CCCCCCCC(=O)OCC=C,2.41
CC[Si]1(CC)N[Si](CC)(CC)N[Si](CC)(CC)N1,2.2
COC(=O)C1=CC=CO1,2.62
CC(=O)NNC(=O)C1=NC=CC=C1,2.42
CCOC(=O)CN(C)N=O,1.56
CC(C)C1CCC(C)C2OC12,1.35
CC1(C)C2CCC1(C)C(O)C2,1.43
COC(=O)C1=CC=CC(C)=C1O,1.64
CS(=O)(=O)C(Cl)=CCl,3.46
CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,1.41
FC(F)(F)C(=O)C(F)(F)F,2.94
COC(=O)C1=C(C=CC=C1)N=CC(C)CC1=CC=C(C=C1)C(C)(C)C,2.05
O=NN1CC=CCO1,2.1
CN1C2=C(C(Cl)=C(NC(=O)N3CCOCC3)C=C2)C(=NCC1=O)C1=C(F)C=CC=C1,2.54
CCOC1=CC=C(NC(=O)CC(C)O)C=C1,1.5
NC(=S)N=NNC1=CC=C(Cl)C(Cl)=C1,5.4
CC(=O)C1=CC=C(OC2=C(I)C=C(C=C2I)C(O)=O)C=C1I,2.14
CC(C)C1=CCC(C)=CC1,1.57
CCP(=S)(OCC(C)C)SC1=CC=C(Cl)C=C1,3.73
CCOP(=O)(OCC)SCC#C,4.06
FC(F)(F)C1=NC2=C(N1)C(Cl)=CC(Cl)=C2Cl,4.66
CC1=CC=C(N)C(C)=C1,2.41
CC(C)CCCC(C)(C)O,1.33
CC1=CC=C(C=C1)S(=O)(=O)N=C=O,1.95
CC(C)(C)C1=C(O)C(SC2=CC(Cl)=CC(=C2O)C(C)(C)C)=CC(Cl)=C1,1.82
O=C(OCC1CCCC=C1)C1CCC=CC1,1.92
CNC(=O)ON=C1SC(C)OC1C,4.66
FC(Cl)C(F)(Cl)Cl,1.34
CCOC(C1=NCC(CC)(CC)CN1)C1=CC=CC=C1,3.04
CC(C1CC1)C(O)(CN1C=NC=N1)C1=CC=C(Cl)C=C1,2.46
CCC(C)OP(=S)(OC)OC,3.87
OC(=O)C1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,2.42
CCOC(=O)N(C)N=O,2.87
CCCCN,2.3
NC(CC1=CC=C(O)C(=C1)C(O)=O)C(O)=O,1.65
CC(C)=CCOC(=O)C1=C(O)C=CC=C1,1.81
CCOP(=S)(OCC)OC1=CC2=C(OC1=O)C=CC=C2,4.38
OCCOCCOCCOCCOCCOCCOCCOCCOCCO,1.05
OC1=CC=C(SC2=CC=C(O)C=C2)C=C1,1.81
C=CCOC(=O)CC1=CC=CC=C1,2.43
OS(=O)(=O)C1=CC(=CC=C1C=CC1=CC=C(C=C1S(O)(=O)=O)[N+]([O-])=O)[N+]([O-])=O,1.53
CC(C)=CCCC(C)(O)C=C,1.74
CCOC1=C(C=CC=C1)N1CCN(CCC=CC2=CC3=C(NC(=O)C=C3)C=C2)CC1,2.91
CC1(C)C2CCC1(C)C(C2)OC(=O)CSC#N,2.4
CC(C)CCCCCCCCCCO,1.07
COP(=S)(OC)OC1=CC=C(SC)C=C1,4.42
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,2.76
CC1=CC(=CC=C1)N1CC(CO)OC1=O,2.23
CC1=NC(SCCC(F)=C(F)F)=NC=C1,2.44
CCSCCOC(=O)C=C,1.81
CN(C)CCC=C1C2=C(CCC3=C1C=CC=C3)SC=C2,2.61
NC1=NC=CC=C1,2.67
CCOP(=S)(OCC)OC1=CC=C(Cl)C=C1Cl,3.26
ClC=C[As](Cl)Cl,3.62
CC1=C2C(=NO1)C(=O)N(N=C2C)C1=CC=CC=C1,2.38
CCO[Si](C)(OCC)OCC,1.37
OCCO,1.12
CC(CCCC(C)(C)O)C1CCC2C(CCCC12C)=CC=C1CC(O)CC(O)C1=C,5.83
CCCCC(C)C(O)C#CC1CCC(=O)C1CC=CCCCC(=O)OC,3.03
OC1=C(C2=C(C=CC=C2)C=C1)S(O)(=O)=O,1.85
CCCCCCCCCCCCCC(=O)NP(=O)(OC)SC,3.55
CN1CCN(CC1)C1=NC2=C(CC3=C1C=CC=C3)C=CC=C2,2.65
CN(C)CCN1CCN(C)CC1,2.13
CCOP(=S)(OCC)SCSC(=S)N(C)C,3.33
CP(=S)(OCC(Cl)=C)OC1=CC=C(C(=C1)C(F)(F)F)[N+]([O-])=O,3.27
CC(C)(C)C1=CC=C(O)C=C1,1.71
COC(=O)C=CC(=O)OC,1.81
CN1CCN(CC1)C1=NC2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,3.09
O=C1NC=CC(=O)O1,2.12
CC(=O)OCC1=CC=CC=C1,1.78
CCOP(=S)(CC)OC1=C(OC)C(=O)N(C)N=C1,5.09
NC1=CC=C(C=C1)C(=O)CC#N,1.85
CC(C)COC(=O)C=CC(=O)OCC(C)C,1.46
CCN1CCCC2=C1C=CC=C2,1.96
CC(C)C1(O)CCC(C)=CC1,2.07
CC(=O)OCCC(Cl)C(C)=O,1.94
CC1CSC(S1)C1=C(OC(=O)N(C)C)C=CC=C1,3.31
COC1=CC=C(CCNCC(O)C2=CC=C(O)C=C2)C=C1OC,1.53
OC(=O)C=CC(O)=O,2.21
CCCCC(CC)COP(OCC(CC)CCCC)OCC(CC)CCCC,1.83
CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,3.98
CCCCN(C)CCCC,2.55
CN1CC(C2=CC=CC=C2)C2=C(C1)C(N)=CC=C2,2.95
CCCCN(N=O)C1=CC=C(C=C1)N(CCCC)N=O,2.03
COC1=CC=C(C=C1)S(=O)(=O)NC1=NN=C(CC(C)C)S1,2.79
CC(=O)OC1C2=C(C(O)=CC=C2)C(=O)C2=C1C=CC=C2O,2.91
CCCCCNCCCCC,2.77
CCCCC(CC)CO,1.54
CC(C)=CCC(CCN1CCCCC1)(C(N)=O)C1=CC=CC2=C1C=CC=C2,3.81
CC(C)CC1=CC=C(CC(O)=O)C=C1,1.92
COC(C)CCOC(C)=O,1.54
OCCN1CCN(CCO)CC1,1.55
CCCCN(CC)C(=O)SCCC,2.34
C1COCCN1,1.78
ClC(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,1.56
CCC(C1OC(CC)(CC1C)C1CCC(O)(CC)C(C)O1)C(=O)C(C)C(O)C(C)CCC1=CC=C(C)C(O)=C1C(O)=O,3.69
NCC1CC2CCC1C2,1.95
FC(F)(Cl)C(Cl)Cl,1.71
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)COC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,3.09
CNC(=O)ON=C1SCSC1C,5.37
COC1=CC2=C(C=C1)N(C(=O)C=CC1=CC=CC=C1)C(C)=C2CC(O)=O,2.59
CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C,1.88
COC12CC(COC(=O)C3=CC(Br)=CN=C3)CN(C)C1CC1=CN(C)C3=CC=CC2=C13,2.61
CC(CO)=CC1=CC=CC=C1,1.78
CCCCCCCCC=CCCCCCCCC(=O)N(CCO)CCO,1.49
CS(=O)(=O)C1=CC=C(C=C1)C1=CN2C=CC=CC2=N1,1.87
CN1CCOCC1,1.71
CCC(C)C1=C(OC(=O)OC2=CC=C(C=C2[N+]([O-])=O)[N+]([O-])=O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O,3.62
OCC1=CC=CO1,2.74
C1CCC2OCCOCCOCCOC3CCCCC3OCCOCCOCCOC2C1,3.79
C1C[N+]2=C(C=CC=C2)C2=[N+]1C=CC=C2,2.9
FC(F)(F)C1=NC2=C(C=C(Cl)C=C2N1)C(F)(F)F,5.24
CC1=CC=CC(C)=C1NC1=NC=CC=C1C(O)=O,5.02
COC1=CC=C(N)C(=C1)[N+]([O-])=O,1.08
CC1=CC=CC=C1C1=C(N)N=C2N=C(N)N=C(N)C2=N1,2.17
CCOC(=O)N(CC1=CC=CC=C1)C1CC1,2.2
CC1NC(=O)C2=CC(N)=CC=C2O1,2.1
CS(=O)C1=CC=C(Cl)C=C1,2.58
CC1=CC=C(C)C(O)=C1,2.44
CN1N=C(C2=C(C)ON=C2C1=O)C1=CC=CC=C1,2.38
OCCC1CCCCC1,2.13
ClC1CC2C(C1Cl)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,2.91
[O-][N+](=O)C1=CC(=C2OCC3=NNC(=O)N3C2=C1)[N+]([O-])=O,1.88
CCOP(=S)(OCC)SCC(=O)NC(C)C,4.55
OC1=CC2=C3C(CC[N+]3=CC3=C2C=C2OCOC2=C3)=C1,3.47
ClC1CCC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,2.27
O=C(NP(=O)(N1CC1)N1CC1)C1=CC=CC=C1,3.7
OS(=O)(=O)NC1CCCCC1,1.17
[O-][N+](=O)C1=CC2=C(C=C1)C1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C2=O,1.5
OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1,5.96
COP(=O)(OC)OC(=CCl)C1=CC(Cl)=CC=C1Cl,1.94
ClC1CCC2SC1CCC2Cl,2.17
CN1C=CC(=O)C(O)=C1C,1.84
CNC(=O)OC1=C(C=CC=C1)C1OCCCO1,3.22
OC(=O)C1CCC2=C1C=CC=C2C(=O)C1=CC=CC=C1,3.81
CC(SCC(O)=O)C1=CC=C2C(CC3=C2C=CC=C3)=C1,2.17
OCCCCCCO,1.5
CCOP(=O)(OCC)SCCC(F)=C(F)F,3.61
CCC(C)C1=CC=C2N=CC=CC2=C1,2.26
CCOP(=O)(NC(C)C)OC1=CC=C(SC)C(C)=C1,4.58
CNC(=O)OC1=CC=CC2=C1OC(C)(C)O2,3.75
ClC1=CC(Cl)=C(Cl)C(Cl)=C1,2.1
CCCOP(=O)(OCCCl)OC=C(Cl)Cl,4.08
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OC1=CC(Cl)=CC=C1,3.14
CCCCCCC#COC(=O)OCC,1.84
CC1=C(NC2=C(C=CC=C2)C(O)=O)C=CC=C1Cl,3.07
O=C1C2=CC=C3C4=C2C(=NN4C2=CC=C4C5=CC=CC=C5C(=O)C5=CC=C3C2=C45)C2=C1C=CC=C2,1.51
COP(=S)(OC)SC(C)N1CC(=O)C(=O)C1,4.7
CCSP(=O)(CCl)SCC,3.8
CC(=O)C=CC1=CC=CC=C1,1.86
CNC(=O)N(C)C1=NN=C(S1)C(C)(C)C,2.55
CCC(C)C1=C(OC(=O)NC)C=CC=C1,2.77
ClC1=CC=C(SC2=CC(Cl)=C(Cl)C=C2Cl)C=C1,1.91
COP(=O)(OC)SC(CC(=O)OC(C)C)C(=O)OC(C)C,3.46
ClCC(Cl)(Cl)C=O,2.67
CCCN=C(C(OC)C1=CC=CC=C1)N1CCCCCC1,3.72
C1=CC=C(C=C1)C1=CC(=CC=C1)C1=CC=CC=C1,1.98
CC(C)(C)C1=C(O)C=CC=C1,2.53
CC(=O)OC1=C(C=C(Cl)C=C1Br)C(=S)NC1=CC=C(Br)C=C1,2.19
CN(C)C1(CCN(CC1)C1CCCCC1O)C(=O)NC1=C(C)C=CC=C1C,4.89
CCOC(=O)C1=CN=C2C=C(OCC3CC3)C(OCC3CC3)=CC2=C1O,2.08
CN(C)CCCN1C2=CC(Cl)=CC=C2CCC2=C1C=CC=C2,2.71
O=C(OCC1CCC2OC2C1)C1CCC2OC2C1,1.75
COCCOOC(=O)C=C,2.24
CC12CCC(CC1=O)C2(C)C=O,1.73
CN(C)N=NC1=CC=C(C=C1)C(N)=O,3.55
CCOP(=O)(OCC)OC(=C(Cl)Cl)C1=CC=C(Cl)C=C1Cl,4.12
COC1CN(CCCOC2=CC=C(F)C=C2)CCC1NC(=O)C1=C(OC)C=C(N)C(Cl)=C1,2.05
COC1=CC=C(O)C=C1,1.89
CC1=CC=C(C=C1N=C=O)N=C=O,1.48
CC1=C(C=CC=C1)N1C(CF)=NC2=C(C=C(N)C=C2)C1=O,3.06
CNC(=O)ON=C(C)SC,4.04
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OC1=CC=CC(C)=C1,3.66
CCC(COC1=CC=C(C=C1)C(C)(C)CC)OS(=O)OCC#C,2.23
ClC1OCCOC1Cl,1.88
FCC(=O)NC(=O)NC1=CC=CC=C1,3.9
CC1=CCC2CC1(S)C2(C)C,1.75
CC(=C)C(=O)OCC1CO1,2.45
CCOC1=CC=C(C=C1CNCCO)[N+]([O-])=O,3.98
CC(C)(C)N,3.22
CCOC(=O)C1=C(N(C)N=C1)N1C(CC)=NC2=C(C=CC=C2)C1=O,2.25
OC1(N2CCN=C2C2=C1C=CC=C2)C1=CC=CC=C1,2.92
CCCOP(=S)(OC(C)C)OC1=C(OC)C(=O)N(C)N=C1,4.21
CNC(=O)N(C)C1=NN=C(S1)C(F)(F)F,2.94
CCOP(=O)(CC)OC1=NC(SCC)=NC(C)=C1,3.76
OCC(O)=O,1.59
CCOC(=O)C1=CC=C(OC)C=C1,1.95
OCCN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=C(F)C=CC=C1,2.14
CCOP(=O)(OCC)OC(=CCl)C1=CC(Cl)=CC=C1Cl,4.01
CSCCOC(=O)C=C,2.06
CC1NC(=O)C2=C(O1)C=CC=C2,2.2
COC1=CC2=C(C=CC(=O)O2)C=C1OC,2.85
CC(C(=O)OCCCCO[N+]([O-])=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1,3.02
CN(C)CCOC=C,2.87
CC1CN(CC(C)O1)C(=O)CN1C(=O)SC2=C1C=CC=C2,2.28
[O-][N+](=O)C1=CC=C(O1)C=NN1CCOC1=O,1.98
CCCCC(O)C1=CC=CC=C1,1.48
COC1=CC=C2C(C(C3=CC=CC=C3)C(C)(C)OC2=C1)C1=CC=C(OCC2CO2)C=C1,2.72
CCCCCCC(C)=O,1.62
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C1OC(SC)C(O)C(O)C1O,2.61
CCC1=CC2=C(S1)N(C)C(=O)CN=C2C1=C(Cl)C=CC=C1,2.34
CCCCCC(C)O,1.65
COC1=C(Cl)C(Cl)=C(OC)C2=C1NC(=N2)C(F)(F)F,3.5
[O-][N+]1=C2C=CC=CC2=[N+]([O-])C2=C1CCCC2,2.2
